Q1(S),Q2(A),Q3(D),Q4(A),Q5(D),Q6(S),Q7(A),Q8(S),Q9(A),Q10(D),Q11(S),Q12(S),Q13(D),Q14(S),Q15(A),Q16(D),Q17(D),Q18(S),Q19(A),Q20(A),Q21(D),TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,familysize,Str,Anx,Dep,Depression,Anxiety,Stress,family,family_enc,age class,age_enc
1,3,2,2,2,1,1,2,3,1,2,2,2,2,1,2,1,3,3,1,3,3,5,5,3,6,7,6,5,5,3,3,1,2,22,7,26,28,26,3,4,3,Joint,1,18-25,0
2,1,1,1,1,2,1,2,2,1,2,2,3,3,1,2,1,1,2,3,1,5,7,7,6,5,7,7,5,3,5,3,1,2,31,7,28,22,20,2,4,3,Joint,1,26-35,1
2,3,1,0,1,3,0,0,0,1,2,1,2,1,0,1,1,2,0,0,1,2,3,7,7,7,7,7,1,3,3,4,2,2,34,4,22,6,16,2,0,2,Nuclear,2,26-35,1
1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,3,3,5,5,3,6,6,4,4,5,3,3,2,22,3,10,6,12,1,0,0,Nuclear,2,18-25,0
0,1,0,1,0,3,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,7,5,6,4,5,3,6,1,3,2,2,21,2,12,12,4,0,2,0,Nuclear,2,18-25,0
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,6,5,4,6,5,2,4,4,2,3,2,20,2,2,2,6,0,0,0,Nuclear,2,18-25,0
2,1,2,1,2,2,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,5,2,7,5,5,7,7,4,3,5,3,2,2,27,2,20,16,24,3,3,2,Nuclear,2,26-35,1
3,1,1,2,2,3,2,2,3,3,2,1,3,2,1,2,3,3,2,2,3,5,5,5,7,5,7,6,7,4,4,3,1,2,24,3,32,26,34,4,4,3,Nuclear,2,18-25,0
3,2,1,0,1,2,2,2,3,2,2,1,1,2,1,2,3,3,0,1,3,5,5,3,6,3,2,5,4,3,6,4,2,1,23,3,30,18,26,3,3,3,Nuclear,2,18-25,0
1,3,1,3,2,2,1,3,3,1,2,0,2,2,3,1,3,3,3,2,1,5,5,7,5,7,7,7,3,3,5,4,1,1,23,8,26,36,22,3,4,3,Joint,1,18-25,0
2,1,0,1,0,2,1,1,3,1,0,1,1,1,0,0,1,2,1,0,0,4,5,2,5,2,6,6,3,6,5,2,2,2,21,3,18,14,6,0,2,1,Nuclear,2,18-25,0
1,1,1,0,1,1,0,1,0,1,0,2,1,1,0,1,2,0,0,0,1,4,4,5,3,5,4,5,4,3,6,4,3,2,30,8,12,2,16,2,0,0,Joint,1,26-35,1
0,3,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,3,0,0,5,6,7,5,7,6,6,5,6,5,2,1,1,32,3,8,14,0,0,2,0,Nuclear,2,26-35,1
1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,4,2,7,1,7,4,5,2,6,2,3,2,2,26,5,8,2,8,0,0,0,Nuclear,2,26-35,1
1,1,1,1,0,1,1,1,2,0,2,0,1,1,0,0,1,1,2,2,1,5,6,7,7,7,7,5,6,2,3,3,3,2,28,5,14,18,8,0,3,0,Nuclear,2,26-35,1
1,0,1,0,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,0,0,1,5,3,5,6,4,5,3,2,6,3,3,2,45,3,16,6,10,1,0,1,Nuclear,2,36-45,2
0,2,1,0,1,1,0,0,0,1,0,2,1,1,0,1,1,1,1,0,0,4,3,2,2,4,0,2,2,3,3,2,1,2,32,7,10,6,12,1,0,0,Joint,1,26-35,1
1,2,3,0,2,1,0,2,2,0,3,3,2,1,1,2,2,2,1,2,0,3,7,4,6,7,7,6,6,3,5,3,2,2,28,12,26,16,22,3,3,3,Extended,0,26-35,1
2,2,1,0,1,1,2,0,0,0,1,1,1,1,0,1,1,2,1,0,0,6,5,6,2,7,5,5,1,5,1,2,3,1,21,3,16,10,10,1,2,1,Nuclear,2,18-25,0
1,0,1,1,2,1,0,0,2,0,1,1,1,2,1,1,1,0,2,1,0,2,3,3,6,5,5,6,3,3,3,2,1,1,20,1,12,14,12,1,2,0,Nuclear,2,18-25,0
3,0,3,0,1,2,1,3,1,2,3,3,3,2,3,3,3,0,3,1,0,7,5,4,6,6,7,4,4,3,4,2,3,2,20,4,32,18,30,4,3,3,Nuclear,2,18-25,0
3,0,1,2,1,2,1,1,1,1,3,1,1,1,1,0,0,1,2,1,1,5,6,5,7,7,5,6,3,3,5,4,1,2,24,5,24,16,10,1,3,2,Nuclear,2,18-25,0
2,0,2,1,3,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,0,4,2,2,5,4,6,5,3,3,1,2,2,2,35,4,16,12,22,3,2,1,Nuclear,2,26-35,1
3,0,1,1,2,2,1,1,2,2,1,1,2,0,1,1,3,2,1,1,3,5,5,5,7,6,5,5,6,4,4,2,2,2,22,2,20,14,28,4,2,2,Nuclear,2,18-25,0
3,1,1,2,2,2,2,2,2,3,1,2,3,1,2,2,3,1,3,3,3,5,6,7,5,6,6,5,1,5,5,3,3,2,22,3,24,30,34,4,4,2,Nuclear,2,18-25,0
1,0,0,1,1,2,2,2,3,0,2,1,1,1,2,0,2,1,3,2,0,4,2,6,6,6,7,7,4,6,1,2,2,2,18,3,20,26,8,0,4,2,Nuclear,2,18-25,0
1,0,1,0,2,1,2,0,0,1,1,2,1,2,1,1,1,1,2,1,3,4,5,6,3,5,7,5,3,2,4,2,3,2,20,2,16,12,20,2,2,1,Nuclear,2,18-25,0
2,0,0,0,3,2,0,3,1,3,3,3,2,3,3,1,3,1,1,3,2,6,6,2,7,3,3,2,7,1,2,2,2,2,19,2,34,16,28,4,3,4,Nuclear,2,18-25,0
1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,3,1,5,7,2,1,1,1,1,1,2,2,2,33,6,20,20,22,3,4,2,Joint,1,26-35,1
3,3,3,2,2,2,0,0,0,2,1,3,2,3,0,3,2,2,0,1,3,4,7,5,7,4,7,7,5,4,4,3,3,2,24,3,28,12,34,4,2,3,Nuclear,2,18-25,0
1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,2,1,0,1,0,4,5,5,6,5,7,5,6,3,5,2,3,1,19,6,12,8,10,1,1,0,Joint,1,18-25,0
2,1,0,0,2,2,0,1,2,0,2,1,1,1,1,0,0,1,1,1,0,6,5,6,5,6,4,6,5,5,4,3,2,2,21,2,20,12,6,0,2,2,Nuclear,2,18-25,0
0,0,3,0,3,1,1,0,2,3,1,0,2,0,0,2,3,0,0,1,3,5,6,2,5,3,5,5,6,4,6,2,3,2,19,1,4,8,38,4,1,0,Nuclear,2,18-25,0
2,1,1,2,2,2,0,2,1,1,2,1,2,2,1,1,1,3,1,1,1,5,2,7,6,6,5,6,2,3,4,3,3,2,42,3,28,14,18,2,2,3,Nuclear,2,36-45,2
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,5,2,6,2,6,4,5,1,2,3,4,2,2,45,2,8,0,10,1,0,0,Nuclear,2,36-45,2
1,3,1,2,2,3,3,2,3,0,2,3,1,2,1,2,3,3,3,1,0,5,4,1,7,5,6,7,6,2,5,2,2,2,23,4,32,32,18,2,4,3,Nuclear,2,18-25,0
3,3,1,0,2,3,2,1,3,2,2,3,3,3,1,2,2,0,3,2,2,2,4,5,7,4,7,5,4,1,6,2,3,1,18,8,30,28,28,4,4,3,Joint,1,18-25,0
1,3,2,0,1,0,0,0,1,2,0,1,2,0,1,1,2,1,0,1,3,1,2,7,4,5,7,5,4,2,4,3,2,2,23,7,6,12,26,3,2,0,Joint,1,18-25,0
3,0,2,2,1,3,0,1,2,1,2,2,3,1,1,2,2,2,1,1,2,7,4,7,5,6,6,7,6,5,5,3,3,2,21,4,28,14,26,3,2,3,Nuclear,2,18-25,0
2,1,2,1,1,2,0,1,2,1,3,3,1,3,2,0,2,0,0,3,1,3,5,2,6,4,5,6,3,3,4,3,2,2,21,3,28,18,16,2,3,3,Nuclear,2,18-25,0
2,1,1,1,1,1,0,0,1,2,1,0,0,1,0,1,3,0,2,2,0,4,6,0,4,7,4,6,2,6,5,3,2,2,22,3,10,14,16,2,2,0,Nuclear,2,18-25,0
1,1,1,1,3,1,0,1,1,2,1,1,2,1,2,1,1,2,2,1,2,5,7,6,3,6,5,4,4,4,3,4,3,2,33,2,16,16,24,3,3,1,Nuclear,2,26-35,1
0,0,1,0,0,1,0,0,1,3,0,0,1,0,0,1,2,0,0,1,0,4,5,7,5,7,3,5,6,5,2,2,3,2,20,3,2,4,16,2,0,0,Nuclear,2,18-25,0
2,3,2,1,3,2,1,3,3,3,2,2,3,3,2,3,3,3,1,3,3,1,7,5,7,0,0,0,0,0,0,4,3,1,27,0,34,28,40,4,4,4,Nuclear,2,26-35,1
3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,6,5,5,5,5,5,5,5,5,5,3,2,2,23,2,22,14,14,2,2,2,Nuclear,2,18-25,0
1,0,1,1,1,1,2,2,1,1,1,2,2,0,2,2,2,1,1,1,3,2,4,3,6,5,6,6,5,2,1,3,3,3,24,1,16,16,24,3,3,1,Nuclear,2,18-25,0
2,3,1,3,3,1,2,3,2,1,2,2,3,3,2,2,3,3,2,2,2,2,2,4,7,2,7,3,1,2,3,2,2,2,20,3,32,32,30,4,4,3,Nuclear,2,18-25,0
1,1,3,0,3,0,0,1,0,3,3,2,3,1,3,3,3,3,3,0,3,1,7,6,4,2,7,3,5,1,7,2,3,1,25,0,22,14,42,4,2,2,Nuclear,2,18-25,0
1,1,1,2,1,1,0,1,1,0,1,1,1,1,0,1,0,2,2,0,0,6,3,5,3,6,5,5,5,6,3,3,1,2,22,1,16,12,8,0,2,1,Nuclear,2,18-25,0
2,3,2,2,2,1,0,0,0,3,2,1,3,1,1,3,3,1,1,0,3,5,5,3,5,4,3,5,7,1,5,1,3,1,18,2,16,14,38,4,2,1,Nuclear,2,18-25,0
3,3,1,2,3,2,0,2,2,3,3,2,3,3,3,3,2,3,2,2,1,3,7,5,7,6,7,6,5,3,6,2,2,2,21,3,36,28,32,4,4,4,Nuclear,2,18-25,0
1,2,1,0,2,0,1,2,1,2,2,3,2,3,1,2,1,2,0,0,1,7,3,5,2,7,6,1,2,6,2,3,1,1,26,2,26,10,22,3,2,3,Nuclear,2,26-35,1
2,3,0,0,3,1,0,0,2,0,2,2,1,1,2,1,1,1,0,1,0,3,6,5,6,6,5,7,3,4,3,2,2,1,20,1,18,16,12,1,3,1,Nuclear,2,18-25,0
0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2,0,1,2,5,5,2,7,6,7,5,6,3,2,3,1,23,2,6,6,6,0,0,0,Nuclear,2,18-25,0
3,3,2,2,3,1,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,1,4,1,6,3,7,2,1,1,2,2,3,1,20,2,36,36,40,4,4,4,Nuclear,2,18-25,0
2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,5,4,5,7,5,4,6,4,2,5,4,3,2,32,4,24,24,24,3,4,2,Nuclear,2,26-35,1
1,1,2,1,2,2,1,2,1,3,2,2,3,2,2,1,3,2,2,3,3,6,5,5,6,7,5,6,6,4,6,2,2,2,18,7,26,22,34,4,4,3,Joint,1,18-25,0
0,1,1,1,1,1,1,3,1,0,1,0,1,1,0,1,0,0,0,0,0,5,1,3,5,7,6,7,4,6,7,2,3,2,21,10,12,8,8,0,1,0,Joint,1,18-25,0
3,0,2,2,3,3,2,1,3,3,3,2,2,2,1,1,2,2,0,3,1,2,5,2,7,5,6,3,6,2,6,2,2,2,18,3,32,22,28,4,4,3,Nuclear,2,18-25,0
1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,5,7,4,6,2,6,2,6,1,3,3,1,35,2,6,0,4,0,0,0,Nuclear,2,26-35,1
2,3,1,0,3,2,1,1,1,3,2,1,1,3,1,2,3,3,0,0,3,3,6,2,3,5,6,7,7,3,6,2,3,1,18,1,28,12,32,4,2,3,Nuclear,2,18-25,0
0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,7,2,5,5,6,1,5,3,5,1,3,2,2,28,2,12,2,0,0,0,0,Nuclear,2,26-35,1
2,2,1,1,1,1,3,2,3,1,2,2,2,1,2,2,1,3,2,2,1,6,2,6,7,5,1,6,4,5,3,2,1,2,19,1,26,30,18,2,4,3,Nuclear,2,18-25,0
2,1,2,2,2,2,1,2,3,2,1,1,2,1,3,1,2,1,2,2,2,3,1,5,5,4,6,6,5,2,4,1,2,1,18,2,20,28,26,3,4,2,Nuclear,2,18-25,0
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,5,2,3,7,3,6,5,5,3,3,3,2,34,2,4,4,4,0,0,0,Nuclear,2,26-35,1
0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,2,1,0,0,6,2,6,4,6,3,5,3,5,3,2,3,2,18,5,12,8,12,1,1,0,Nuclear,2,18-25,0
2,0,0,1,2,1,3,1,2,1,1,1,2,1,1,0,1,3,0,0,1,5,5,5,5,6,5,5,6,3,3,2,1,1,18,2,20,14,14,2,2,2,Nuclear,2,18-25,0
3,3,2,1,2,3,1,2,3,2,3,2,3,3,2,3,3,3,1,3,2,2,7,2,7,4,2,2,7,1,7,2,2,2,19,4,38,28,34,4,4,4,Nuclear,2,18-25,0
2,2,2,1,3,2,1,2,2,2,3,1,2,3,2,2,3,3,3,3,3,5,5,5,6,6,7,0,4,2,3,3,2,2,23,6,32,28,34,4,4,3,Joint,1,18-25,0
3,1,2,1,3,3,2,3,3,1,3,3,3,3,3,2,2,3,3,3,1,1,5,6,7,7,7,5,6,2,4,2,1,2,20,2,42,32,28,4,4,4,Nuclear,2,18-25,0
2,1,1,3,2,0,0,2,3,0,2,3,1,1,3,2,3,0,1,2,2,2,3,6,3,7,6,5,3,3,1,4,2,2,29,1,20,26,22,3,4,2,Nuclear,2,26-35,1
1,1,1,1,3,2,0,2,2,0,2,2,2,3,1,2,3,3,1,0,0,1,3,5,7,5,7,5,3,4,7,3,2,1,26,2,30,12,22,3,2,3,Nuclear,2,26-35,1
1,1,3,2,1,3,1,2,3,3,2,2,3,1,3,3,2,1,0,2,3,2,4,5,6,4,5,6,2,1,3,2,3,2,21,3,24,24,36,4,4,2,Nuclear,2,18-25,0
2,0,0,0,2,1,1,2,3,1,0,1,1,2,2,0,3,1,0,0,1,5,4,5,6,6,7,5,7,5,5,3,1,2,20,3,18,12,16,2,2,1,Nuclear,2,18-25,0
1,1,2,1,2,1,2,0,3,0,0,2,2,1,1,2,0,2,2,2,0,5,3,3,6,4,4,3,4,4,4,2,3,2,19,4,14,24,16,2,4,0,Nuclear,2,18-25,0
1,1,2,1,3,0,1,1,2,3,0,2,3,1,1,3,3,0,2,1,3,1,2,5,2,6,7,5,6,3,5,2,3,1,20,4,10,18,40,4,3,0,Nuclear,2,18-25,0
1,0,1,0,1,1,0,0,0,2,0,0,1,0,1,1,2,0,0,0,1,6,2,6,5,6,2,4,5,4,3,2,3,2,18,6,4,2,18,2,0,0,Joint,1,18-25,0
2,1,3,1,3,2,3,2,2,3,3,1,3,1,1,3,3,3,3,1,3,4,7,5,6,3,5,5,7,3,3,2,2,2,22,6,28,24,42,4,4,3,Joint,1,18-25,0
3,2,1,1,3,3,1,1,1,1,1,3,2,3,0,0,1,3,1,0,1,4,5,4,7,6,6,6,6,2,3,3,2,2,36,6,34,12,18,2,2,4,Joint,1,36-45,2
2,2,1,2,2,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,1,3,3,6,3,6,5,6,3,3,3,2,2,26,3,24,28,26,3,4,2,Nuclear,2,26-35,1
3,1,2,0,3,2,3,2,2,2,2,3,1,3,1,2,3,3,1,2,2,4,4,5,6,6,7,6,7,4,4,2,2,1,23,3,36,20,30,4,4,4,Nuclear,2,18-25,0
1,1,2,1,3,1,2,1,1,3,1,1,3,1,1,2,3,1,2,1,3,1,5,3,5,2,7,5,5,2,3,3,2,1,26,3,14,18,38,4,3,0,Nuclear,2,26-35,1
1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,6,5,6,3,5,1,7,4,6,6,0,2,2,32,6,10,8,4,0,1,0,Joint,1,26-35,1
1,2,1,1,2,2,1,1,3,1,1,1,1,2,1,2,3,3,1,1,1,4,6,5,6,4,6,6,5,1,2,3,3,2,23,4,22,20,22,3,4,2,Nuclear,2,18-25,0
1,0,3,0,3,1,0,2,0,3,1,0,3,3,0,2,1,3,0,1,1,7,4,7,6,6,1,7,6,5,5,3,3,2,23,5,22,2,32,4,0,2,Nuclear,2,18-25,0
1,2,1,0,2,1,0,1,3,1,0,1,1,2,0,2,2,3,0,0,1,1,7,3,7,6,7,2,6,1,2,2,3,2,21,5,18,10,20,2,2,1,Nuclear,2,18-25,0
2,1,1,2,1,1,1,1,3,2,1,1,2,2,1,1,1,1,2,2,1,6,6,5,7,6,6,6,5,2,7,3,1,2,44,4,18,24,18,2,4,1,Nuclear,2,36-45,2
1,0,3,0,3,3,0,0,0,3,3,0,3,0,0,3,3,3,0,0,3,7,2,7,2,7,2,7,2,5,2,3,2,2,26,3,20,0,42,4,0,2,Nuclear,2,26-35,1
2,1,2,1,2,1,0,0,2,2,1,0,1,1,0,2,0,1,1,1,1,4,6,5,5,6,6,6,6,4,6,0,3,2,35,7,12,12,20,2,2,0,Joint,1,26-35,1
2,3,1,0,2,2,1,2,2,2,1,2,3,2,0,2,2,0,1,3,3,4,1,7,6,2,4,3,7,2,4,4,2,2,25,5,22,20,30,4,4,2,Nuclear,2,18-25,0
1,3,1,0,1,3,0,1,2,0,0,3,1,1,1,1,2,2,1,1,0,5,6,7,6,7,4,7,1,6,2,3,3,2,23,4,22,16,12,1,3,2,Nuclear,2,18-25,0
1,0,0,0,2,3,1,1,1,0,2,2,0,1,1,0,0,1,1,0,0,6,7,6,6,6,3,5,5,5,3,3,2,2,25,4,22,8,4,0,1,2,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,2,6,5,6,3,7,4,3,1,1,22,3,0,0,0,0,0,0,Nuclear,2,18-25,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,5,5,1,7,2,6,1,3,4,3,2,2,37,5,8,2,0,0,0,0,Nuclear,2,36-45,2
2,0,1,0,1,2,1,2,2,1,1,3,2,2,2,1,0,2,0,0,1,7,3,6,2,6,3,7,1,6,1,3,2,1,38,3,28,10,14,2,2,3,Nuclear,2,36-45,2
1,3,3,0,2,1,0,1,1,3,1,2,3,2,0,3,3,1,0,1,3,1,1,1,6,7,7,7,6,2,1,2,1,1,21,3,18,10,40,4,2,1,Nuclear,2,18-25,0
1,1,1,1,2,1,0,1,2,1,2,2,1,2,1,2,1,1,1,2,3,4,2,6,7,6,7,6,6,7,1,2,2,1,31,3,20,16,22,3,3,2,Nuclear,2,26-35,1
2,3,1,2,1,2,1,1,3,0,1,1,3,1,1,1,0,1,3,1,0,7,6,7,7,6,3,7,7,6,2,2,3,2,19,5,18,28,12,1,4,1,Nuclear,2,18-25,0
1,1,1,3,3,2,2,2,3,1,1,1,1,2,1,2,2,1,1,1,0,3,2,5,6,5,7,6,5,2,2,3,2,2,32,6,20,24,20,2,4,2,Joint,1,26-35,1
0,0,2,1,3,0,2,1,2,3,0,1,3,0,0,1,3,0,2,1,1,1,1,4,6,6,7,6,4,3,4,2,2,1,23,3,4,16,32,4,3,0,Nuclear,2,18-25,0
1,2,1,0,1,1,1,1,1,2,0,0,1,0,0,1,1,3,1,1,1,4,5,6,6,5,3,5,6,4,5,3,2,2,21,5,12,12,16,2,2,0,Nuclear,2,18-25,0
1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,3,7,5,6,6,4,1,7,3,2,2,2,20,3,4,6,6,0,0,0,Nuclear,2,18-25,0
3,1,1,0,1,2,0,1,2,0,1,1,1,1,1,1,2,1,2,3,1,5,4,6,6,6,6,6,6,5,6,4,2,1,28,1,20,18,14,2,3,2,Nuclear,2,26-35,1
1,0,1,0,2,1,0,3,0,1,1,3,2,1,0,2,0,1,2,1,3,3,1,6,4,5,6,6,1,3,7,2,1,1,65,2,22,6,22,3,0,2,Nuclear,2,60+,4
2,3,1,1,3,0,0,2,3,3,0,2,3,2,2,2,3,1,2,3,3,0,0,1,7,6,7,7,5,2,0,2,3,2,21,8,18,28,36,4,4,1,Joint,1,18-25,0
1,0,0,1,0,1,1,1,3,0,1,1,2,0,0,0,1,2,1,0,1,3,5,5,6,2,7,6,5,5,5,2,3,2,21,3,14,12,8,0,2,0,Nuclear,2,18-25,0
0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,7,5,4,2,7,1,6,6,6,1,4,1,2,35,8,2,6,4,0,0,0,Joint,1,26-35,1
1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,5,3,6,4,5,6,4,3,4,5,2,2,2,21,3,22,18,18,2,3,2,Nuclear,2,18-25,0
1,2,0,0,1,3,0,3,0,1,1,1,0,1,0,0,1,3,1,0,0,3,3,5,2,7,4,4,4,4,4,3,2,1,22,3,26,6,6,0,0,3,Nuclear,2,18-25,0
1,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,3,1,0,0,1,5,7,5,7,7,7,1,5,7,4,3,2,32,3,16,6,0,0,0,1,Nuclear,2,26-35,1
3,0,3,1,3,2,1,0,1,3,2,3,3,3,0,3,3,2,1,1,3,3,5,2,6,4,4,5,5,2,4,2,2,1,22,3,30,10,42,4,2,3,Nuclear,2,18-25,0
1,0,0,0,1,0,0,1,0,1,0,1,1,2,0,1,0,1,0,0,1,6,5,6,1,7,5,6,1,7,1,4,3,1,33,2,12,0,10,1,0,0,Nuclear,2,26-35,1
3,0,2,0,1,3,1,2,3,1,1,3,3,3,1,1,3,0,2,3,3,0,0,0,6,6,7,0,4,2,1,3,3,2,21,2,30,20,28,4,4,3,Nuclear,2,18-25,0
2,2,0,1,2,2,3,1,1,3,1,2,0,2,1,1,0,2,2,0,1,6,6,6,5,5,5,3,3,3,2,2,3,2,18,3,24,20,14,2,4,2,Nuclear,2,18-25,0
2,0,1,3,1,1,1,2,3,2,1,1,2,2,1,2,1,1,3,2,2,2,5,5,5,4,3,5,5,3,5,2,2,2,19,5,20,26,22,3,4,2,Nuclear,2,18-25,0
3,1,3,0,3,2,1,3,3,3,3,3,3,3,1,3,3,1,3,3,3,0,5,7,7,5,5,6,2,3,1,3,3,2,29,7,36,24,42,4,4,4,Joint,1,26-35,1
0,0,1,0,1,2,0,0,1,3,0,0,1,0,0,1,2,0,0,1,2,5,4,2,6,4,5,7,5,3,1,2,3,2,20,1,4,4,22,3,0,0,Nuclear,2,18-25,0
3,3,3,1,3,2,0,1,3,2,2,2,3,3,0,3,3,2,0,2,3,1,5,4,5,3,6,4,7,4,4,2,2,2,18,3,30,18,40,4,3,3,Nuclear,2,18-25,0
3,0,2,3,2,2,3,3,3,2,2,3,2,3,3,1,3,3,1,3,2,4,5,7,6,5,2,4,1,3,7,2,2,2,28,9,38,32,28,4,4,4,Joint,1,26-35,1
2,1,1,2,3,2,2,2,3,3,2,3,3,2,2,3,3,3,1,2,2,6,3,7,6,7,2,7,5,3,2,2,3,2,19,5,32,26,36,4,4,3,Nuclear,2,18-25,0
1,1,2,2,2,3,2,2,2,2,1,2,3,1,1,2,3,2,1,2,3,4,5,4,6,2,4,4,5,1,3,3,3,2,23,4,24,22,34,4,4,2,Nuclear,2,18-25,0
1,1,2,0,2,2,0,0,0,2,1,1,2,1,0,2,2,1,0,0,2,1,1,6,3,5,7,3,4,5,6,4,3,2,40,2,14,2,28,4,0,0,Nuclear,2,36-45,2
3,3,3,0,1,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,2,4,5,5,5,6,4,5,5,4,5,2,3,2,23,2,30,6,30,4,0,3,Nuclear,2,18-25,0
0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,3,1,0,0,5,2,7,1,6,5,5,2,7,3,2,3,1,23,10,12,4,8,0,0,0,Joint,1,18-25,0
3,1,2,0,1,3,0,1,1,2,1,2,1,2,1,3,3,2,1,1,1,4,6,3,6,5,5,5,5,5,4,3,2,2,24,4,28,10,26,3,2,3,Nuclear,2,18-25,0
2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,1,7,4,7,4,4,5,5,1,3,3,2,1,29,3,40,40,40,4,4,4,Nuclear,2,26-35,1
3,1,3,0,2,3,1,2,3,2,3,3,3,3,3,3,3,3,0,3,2,1,1,5,6,1,6,7,5,3,6,3,1,2,40,4,40,22,36,4,4,4,Nuclear,2,36-45,2
0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,2,1,0,0,3,2,3,3,6,5,5,5,6,6,2,2,1,23,1,8,2,8,0,0,0,Nuclear,2,18-25,0
2,1,1,0,2,1,1,1,3,3,1,2,1,1,1,3,2,1,1,3,2,2,4,1,5,6,2,4,5,4,4,2,3,2,19,1,18,20,28,4,4,1,Nuclear,2,18-25,0
3,1,3,1,3,2,1,3,2,3,2,2,3,2,3,2,3,1,2,3,3,2,5,1,7,2,6,2,7,1,5,3,2,2,20,5,30,26,40,4,4,3,Nuclear,2,18-25,0
3,0,2,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,0,3,3,5,4,2,7,7,4,4,7,1,7,2,3,2,20,8,40,30,36,4,4,4,Joint,1,18-25,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,6,1,5,6,7,4,7,4,2,3,1,25,7,4,2,2,0,0,0,Joint,1,18-25,0
1,1,1,1,1,1,0,1,2,2,2,1,2,1,0,1,1,2,1,1,1,2,2,2,6,3,5,6,6,1,3,3,3,2,25,5,18,12,18,2,2,1,Nuclear,2,18-25,0
2,0,1,0,1,1,0,1,0,3,1,2,3,1,0,2,3,1,1,2,3,1,6,5,4,1,7,2,6,1,7,4,3,1,23,3,18,6,32,4,0,1,Nuclear,2,18-25,0
1,0,0,0,1,1,0,1,2,1,0,2,3,0,0,1,2,1,0,1,1,2,6,5,4,2,6,3,3,3,3,4,2,1,23,3,12,6,18,2,0,0,Nuclear,2,18-25,0
2,1,1,0,1,0,0,1,2,1,2,1,1,3,0,2,0,3,0,0,0,1,7,3,5,6,6,2,4,1,1,0,2,1,33,2,24,6,12,1,0,2,Nuclear,2,26-35,1
0,1,2,0,1,2,0,0,0,2,0,1,0,1,1,2,2,2,0,1,1,5,5,2,6,6,1,7,6,2,2,3,3,2,41,1,12,6,20,2,0,0,Nuclear,2,36-45,2
3,1,0,1,0,3,0,1,2,2,2,1,2,1,1,0,3,3,0,1,2,3,7,6,7,1,2,5,5,3,6,2,3,2,18,1,28,12,18,2,2,3,Nuclear,2,18-25,0
0,0,0,2,3,0,0,1,1,1,3,1,2,0,0,1,3,0,2,0,2,1,6,1,3,3,7,7,6,2,5,3,2,2,22,4,10,10,24,3,2,0,Nuclear,2,18-25,0
3,0,3,1,3,1,2,1,3,0,2,1,2,0,3,1,2,0,3,0,1,5,4,2,1,4,3,3,3,5,2,3,3,2,26,3,16,24,24,3,4,1,Nuclear,2,26-35,1
